StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q3,Q4,Q4_1_TEXT,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q7,Q8,Q9,Q9_7_TEXT,Q10
5/3/2020 16:30,5/3/2020 16:33,0,100,164,1,5/3/2020 16:33,R_1pWBXWMQTQ3GL08,11NHIM,1,5/3/2020,1,2,1,2,2,,2,Save for a car,Create a monthly budget she can follow,1,,
6/9/2020 21:05,6/9/2020 21:13,0,100,489,1,6/9/2020 21:13,R_3HpQt2eqJUAPgq1,6VLAM,1,6/9/2020,1,,1,2,1,,2,paying down debt,emergency fund,2,,very organized but new to personal finance since husband used to handle it
6/17/2020 13:29,6/17/2020 13:30,0,100,106,1,6/17/2020 13:30,R_3PLzVe2LTB2KOpd,12MLiu,1,6/17/2022,1,,1,2,2,2,2,Financial Education,Retirement Funding,2,,
6/12/2020 15:06,6/19/2020 7:35,0,100,577766,1,6/19/2020 7:35,R_3ewpsu3MifmFyg2,,,,,1,1,2,2,1,1,Budgeting and money management,Building credit,1,,
7/13/2020 10:27,7/13/2020 11:16,0,100,2929,1,7/13/2020 11:16,R_24C7c4l0ZOFMAga,15Mton,1,5/6/2020,1,2,2,1,1,1,1,Obtain stable income to meet fixed expenses,Enough income to cover variable expenses,2,,Unable to meet in person due to Covid-19.  Mentee is very unresponsive to emails and phone calls.  Very difficult to work with.  I will continue trying another 30 days and then inform him that we are finished. 
7/15/2020 14:19,7/15/2020 14:27,0,100,460,1,7/15/2020 14:27,R_1mDdL3laBSZyv3R,30JBAA,1,6/29/2020,1,,,,,,2,Look for international student loans,Attend UIUC,"1,7",Request email correspondence only,Currently has F2 visa (which my research indicates is not allow to attend the university)
7/16/2020 15:11,7/16/2020 15:16,0,100,286,1,7/16/2020 15:16,R_1q8uLVWQ4xbvimR,23NINO,1,7/16/2020,1,1,1,1,1,1,2,"Accumulate savings to start to meet ""life goals.""",Become more financially savvy.,"5,7","The lag until the next meeting is to allow some of the mentee's ""life circumstances"" to get resolved.  Our next meeting will probably be in 1 - 2 months, although it could be sooner.",
8/3/2020 9:57,8/3/2020 10:01,0,100,201,1,8/3/2020 10:01,R_1PXzuvQTUKknGVT,37AHLA,1,1/7/2020,1,2,2,1,1,2,2,Reduce credit card debt.,Complete PhD and obtain employment.,4,,
8/6/2020 13:15,8/6/2020 13:15,0,18,12,0,8/13/2020 13:15,R_2Bg1oRHFSMTNRTg,,,,,,,,,,,,,,,
8/27/2020 11:17,8/27/2020 11:21,0,100,270,1,8/27/2020 11:21,R_3hopEqXNb627pT4,07JLEE,1,8/14/2020,1,2,,2,1,2,2,Get in the habit of tracking expenses.,Develop a financial philosophy.,"3,4",,
8/28/2020 9:44,8/28/2020 9:48,0,100,203,1,8/28/2020 9:48,R_1C1p6twv0yHPan0,,1,6/17/2020,1,,,,1,,,Concerned about developing a credit history in the US (he is a student from abroad); questions about credit cards,,6,,
9/1/2020 15:47,9/1/2020 15:55,0,100,487,1,9/1/2020 15:55,R_7ORmXef15myTIm5,21PYER,1,9/1/2020,1,1,,2,2,1,1,"Find out if her current strategy is good, and what things she can do better",Learning about IRAs,"6,7","She said that she did not think more meetings were needed, but any remaining issues could be handled by e-mail",She is doing pretty well and needed validation of her current strategies and to know whether there were some changes that would be beneficial.
8/28/2020 14:03,9/2/2020 23:08,0,100,464694,1,9/2/2020 23:08,R_1exGED0aLn1utGU,,,,,1,1,2,1,2,2,Pay off the credit,Set up long-term budget and save regularly,5,,
9/2/2020 23:14,9/2/2020 23:16,0,100,130,1,9/2/2020 23:16,R_1g6dU3MDB7O2ZC2,66LINS,1,9/1/2020,1,1,1,1,1,2,2,pay off the credit,set up long term budget and save regularly,5,,
9/3/2020 17:10,9/3/2020 17:14,0,100,222,1,9/3/2020 17:14,R_3lAgZ17f2hTOXTc,30YLUO,1,9/2/2020,1,,,,1,,,Starting saving for the future,Control how money is spent,1,,
9/4/2020 9:16,9/4/2020 9:19,0,100,195,1,9/4/2020 9:19,R_1KlFKXKs8PtWFAm,13MSKI,1,9/3/2020,1,,,2,1,1,1,find a comfort level with their financial plans post graduation (May 2021),plan for paying off student loans,"6,7",Mentee will reach out to me again if/when she has questions,
9/8/2020 13:04,9/8/2020 13:07,0,100,170,1,9/8/2020 13:07,R_6eOqEIYWj59RKQp,11Daol,1,9/4/2020,1,1,,2,2,1,2,IRA savings ,None ,6,,
9/9/2020 9:41,9/9/2020 9:49,0,100,492,1,9/9/2020 9:49,R_rjXtfyI21lbhndD,33KARO,1,9/8/2020,1,2,2,2,2,2,2,Budget setting to maximize newly increased income from new job.,"Savings for home downpayment (primarily), retirement savings outside of employer (secondarily)",2,,
9/9/2020 20:01,9/9/2020 20:03,0,100,141,1,9/9/2020 20:03,R_2S3lO5OgJ4eHDVT,10KANA,1,9/9/2020,1,2,2,2,2,2,2,Set up a budget,create savings goals,4,,
9/10/2020 15:56,9/10/2020 16:04,0,100,446,1,9/10/2020 16:04,R_27UxWNJum3v53OY,80LRDE,1,7/24/2020,2,2,1,2,1,2,2,Make a personal budget,Repay Debt,7,scheduled a meeting for the following week and mentee had to cancel. stated she would reschedule. has yet to reschedule. ,
9/12/2020 8:46,9/12/2020 8:50,0,100,239,1,9/12/2020 8:50,R_24wIhdf9myeNfHP,20LLUS,1,8/31/2020,2,1,1,2,2,1,1,Learn more about needed saving levels.,Emmigrate to Africa in two years.,"1,7",I plan to refer the mentee to a planning professional because her needs exceed the program's expertise.,
9/14/2020 7:04,9/14/2020 13:25,0,100,22845,1,9/14/2020 13:25,R_1N9wPh4glhDLVeB,,,,,2,1,2,2,2,2,framework for developing a spending plan,understand options for savings in US,3,,
9/14/2020 13:25,9/14/2020 13:27,0,100,137,1,9/14/2020 13:27,R_2wiPfvugF7x5J2d,94SHAL,1,9/14/2020,1,2,1,2,2,2,2,developing framework for spending plan,understanding options for saving in US,3,,
9/16/2020 18:02,9/16/2020 18:06,0,100,211,1,9/16/2020 18:06,R_1oIwq8xSMwQa8Un,13HJAN,1,9/16/2020,1,1,1,2,2,1,1,Manage property owned out of state and current savings,deciding if/when to buy a house locally,7,Mentee will reach out to me again when he has researched the suggested options from meeting 1,
9/18/2020 11:51,9/18/2020 11:53,0,100,130,1,9/18/2020 11:53,R_pQtUEhlx4BSZE1X,23MBAR,1,9/18/2020,1,1,1,2,1,1,2,Get their budget under control,Long-term savings (open an IRA),3,,
9/14/2020 7:13,9/14/2020 7:13,0,55,23,0,9/21/2020 7:14,R_6WmsgWJK1Pa1APf,,,,,,,,,,,,,,,
9/21/2020 20:29,9/21/2020 20:33,0,100,202,1,9/21/2020 20:33,R_25ZApkk3IGxyvMW,333VBAL,1,9/14/2020,1,2,2,2,2,1,1,setting a budget,save money,4,,
9/18/2020 10:06,9/18/2020 10:07,0,18,28,0,9/25/2020 10:07,R_2ymAap863vMAHzI,,,,,,,,,,,,,,,
9/21/2020 11:15,9/21/2020 11:16,0,18,20,0,9/28/2020 11:16,R_1IMBiay7O30I7tr,,,,,,,,,,,,,,,
9/28/2020 13:27,9/28/2020 13:31,0,100,246,1,9/28/2020 13:31,R_UsSXOp6DNKRPBtv,40SADA,1,9/18/2020,1,1,1,2,2,1,1,Important to better understand advising options for retirement and investment accounts,Have access to the resources the Money Mentor team has to make sure he's not missing anything,"6,7",Felt he was well prepared and needed help from a certified financial planner to work on investment strategies.,
9/30/2020 6:51,9/30/2020 6:57,0,100,339,1,9/30/2020 6:57,R_vcX1unciNHaPs0p,29XCHE,1,9/9/2020,1,2,2,2,2,2,1,Save money for emergency fund,"Save money for car, internship",3,,
9/24/2020 9:34,9/24/2020 9:34,0,18,6,0,10/1/2020 9:34,R_2uaTQjIEgAyNRLz,,,,,,,,,,,,,,,
10/2/2020 10:44,10/2/2020 10:49,0,100,298,1,10/2/2020 10:49,R_3JynZ95svVMvh7x,20KOZA,1,9/24/2020,1,1,2,,,1,1,Start a savings account that works for their goals,"Understand credit score/credit report, best means to track expenses/budget",4,,
9/25/2020 11:20,9/25/2020 11:21,0,55,21,0,10/2/2020 11:21,R_25BgwqBW2zCgQJ9,,,,,,,,,,,,,,,
10/6/2020 12:47,10/6/2020 12:49,0,100,130,1,10/6/2020 12:49,R_2vdobxltRoGN3Bv,21KRTS,1,10/5/2020,1,2,2,2,1,2,2,Change spending habits to be able to save,Save up enough to buy a house,4,,
10/13/2020 10:43,10/13/2020 10:47,0,100,199,1,10/13/2020 10:47,R_3k5oYS0yOAIy67g,27ARIE,1,9/28/2020,1,2,2,2,2,2,2,retirement planning,learn abut personal finances,"2,7",Had the second meeting on 10/12,
10/8/2020 12:04,10/8/2020 12:06,0,55,102,0,10/15/2020 12:06,R_3qVv2X1TGJLhwP9,13hjan,1,9/16/2020,1,,,,,,,,,,,
10/15/2020 15:53,10/15/2020 16:33,0,100,2402,1,10/15/2020 16:33,R_1IiquQVJBFaBMCz,11LLY,1,9/27/2020,1,2,2,2,2,1,2,Track expenses,Build a budget they can stick to,4,,
10/18/2020 9:08,10/18/2020 9:36,0,100,1637,1,10/18/2020 9:36,R_1GJRUdDoOoTeT6t,80SSAN,1,10/3/2020,1,2,1,2,2,1,1,Their immediate goal was to determine what they would need to do to start investing in their future.,Saving/Investing money,4,,"He and I have met twice and have gone over his areas of interest: budgeting (organizing finances), reviewing spending and saving habits, and reviewing his credit score (which is great). His interest seems to lay mostly in investing. He has consistent spending habits, with very limited spending with few responsibilities (i.e. no car, children, hobbies, interests). He does have a decent amount of $$ to invest.
I've been clear that while we can talk about different ways to think about investments, I can not give him investment advice. We plan to meet again in a month to see what he has researched about long and short term ways of making investments with banks or credit unions.
My belief is that he already has the foundation and infrastructure that he needs and is financially sound. Likely we will close this relationship after we meet in a month.
-Jeannie"
10/19/2020 10:29,10/19/2020 10:31,0,100,145,1,10/19/2020 10:31,R_2qymIBYEJa77DEm,20sand,1,10/18/2020,2,2,2,1,1,2,2,Determining the order of the payment of her bills,Develop a spending plan,1,,
10/29/2020 13:05,10/29/2020 13:09,0,100,216,1,10/29/2020 13:09,R_aa8Aoaxvm5gSCd3,22CLEN,1,10/27/2020,1,2,1,,1,,1,Their immediate goal is to understand the level of debt they'll have if they transfer to the U of I based on their cost of attendance and financial aid.,"They want to know how much debt they'll be in and how long it'll take to pay it over time, including how much per month or per year, etc.",7,I am following up with additional information by email and we will schedule a follow-up if needed. I need to research more financial aid info to give him an accurate answer so he has all the info he needs to make a decision.,
11/1/2020 15:49,11/1/2020 16:38,0,100,2928,1,11/1/2020 16:38,R_1C8g9qMLk4OlGjG,55JICK,1,11/1/2020,2,2,2,2,2,2,2,Combining finances/budgeting,long term financial investments,4,,
11/12/2020 12:20,11/12/2020 12:24,0,100,193,1,11/12/2020 12:24,R_yvAyqEfWoIofKG5,20DLLE,1,10/15/2020,1,2,2,2,2,1,2,To create a sound financial plan for the future (make a budget),start to build credit,4,,
11/12/2020 12:24,11/12/2020 12:25,0,100,104,1,11/12/2020 12:25,R_1HjmVkc0mpSPhjV,20IVIA,1,11/5/2020,1,1,1,2,,1,2,Building a budget and sticking to said budget,Building credit,7,Up in air when we will meet again,
11/12/2020 9:38,11/13/2020 1:00,0,100,55298,1,11/13/2020 1:00,R_2X6Gt6ZrqKFb0fS,17JGar,1,10/2/2020,1,,,,,,2,Find Medical School Payment Options ,Research Methods into Investing ,6,,
11/13/2020 1:01,11/13/2020 1:06,0,100,301,1,11/13/2020 1:06,R_2azq50su4JIaNrO,17AZel,1,11/16/2020,1,2,2,,2,,2,The immediate goal of this mentee is to track her weekly expenses. ,Another goal for this mentee is finding the appropriate time to start paying student loans.  ,1,,
11/6/2020 8:04,11/6/2020 8:04,0,18,7,0,11/13/2020 8:05,R_1KjVERPotkt5G2m,,,,,,,,,,,,,,,
11/16/2020 9:16,11/16/2020 9:43,0,100,1599,1,11/16/2020 9:43,R_3szWAqc1BGqGRRN,40MIDAR,1,11/16/2020,1,2,2,2,2,2,2,Deal with money in old 401(K) retirement accounts and rollovers.  Learn about options for setting up saving.,Get spouse in the picture - learn about budgeting / spending plan options,1,,
11/20/2020 19:51,11/20/2020 19:55,0,100,242,1,11/20/2020 19:55,R_30oEtjOVtegGbSK,20FRAS,1,9/4/2020,1,2,1,1,1,,,To be assured that the financial goals ahead can be achieved ,Not be overwhelmed by the amount of tasks. ,"6,7",The mentee informed me that she didn't want to continue because the task is too challenging to deal with right now. ,
12/1/2020 14:12,12/1/2020 14:14,0,100,151,1,12/1/2020 14:14,R_PSyPNTvgqLxASkN,20TLER,1,11/19/2020,1,2,2,,2,1,1,Budgeting / Tracking Expenses,Set up a Savings Plan,3,,A second meeting has already been setup with this mentee
12/2/2020 8:37,12/2/2020 8:58,0,100,1250,1,12/2/2020 8:58,R_1hFlAxA7vJHZq7Z,17DNER,1,11/12/2020,1,2,2,2,1,2,2,Credit card debt repayment/possible consolidation,Long term - Buy a house,5,,
12/13/2020 16:49,12/13/2020 16:56,0,100,426,1,12/13/2020 16:56,R_2dMcUZRW9kyujzq,52JOCO,1,12/11/2020,1,2,1,2,2,2,1,Set up a new budget regarding to new income and expense,Set up a new saving plan regarding to new income and expense,6,,
12/15/2020 16:23,12/15/2020 16:27,0,100,221,1,12/15/2020 16:27,R_WBrXL4bJ3CCkELL,27kapu,1,12/1/2020,1,2,2,,2,2,2,save money,learn about good money habits,"1,7",have met three times so far,Will be useful to provide a savings/investing workshop to a group of grad students.
12/15/2020 17:25,12/15/2020 17:28,0,100,166,1,12/15/2020 17:28,R_3MR00sGrlJScqbG,13SSKI,1,12/15/2020,1,2,2,1,1,2,2,figure out how much they owe and work on a plan to start paying it off,get a job to pay off debts,7,Mentee is gathering a spreadsheet of debts and will contact me when she has it pulled together,
12/17/2020 8:40,12/17/2020 8:43,0,100,127,1,12/17/2020 8:43,R_1NCVfesyqgGbj6u,17ZHu,1,12/8/2020,1,2,2,2,2,2,2,Determine budget for each potential city to live in for job,Start saving,4,,Really great meeting!
12/18/2020 13:45,12/18/2020 14:08,0,100,1342,1,12/18/2020 14:08,R_2SvHLeg3wF5W8Hj,23MCHA,1,12/18/2020,1,1,2,2,2,1,2,Become more knowledgeable in financial matters,Develop a passive income stream,4,,
12/19/2020 17:46,12/19/2020 17:53,0,100,405,1,12/19/2020 17:53,R_27IqvdlXonldpT5,90dmes,1,12/3/2020,1,2,2,,,,2,Setting up a spending plan.,Tracking expenses.,4,,
1/5/2021 12:24,1/5/2021 12:28,0,100,230,1,1/5/2021 12:28,R_3KVG4dFYPWKblrj,29LMY,1,12/11/2020,1,2,1,1,2,,,Set up budgeting to better save money,Accumulate enough savings to travel,4,,
12/30/2020 21:48,12/30/2020 21:48,0,18,23,0,1/6/2021 21:49,R_3EA7LyrRU9xFMF2,,,,,,,,,,,,,,,
1/12/2021 15:59,1/12/2021 16:01,0,100,120,1,1/12/2021 16:01,R_3qvS5UKp1TB6dVo,80CAMAS,1,1/11/2021,1,2,2,2,2,1,1,Pay back the student loan,Budgeting,1,,
1/13/2021 16:51,1/13/2021 16:54,0,100,151,1,1/13/2021 16:54,R_3NCYDH5rVI2qDs5,22VAEZ,1,1/11/2021,1,2,2,2,2,1,1,"The mentee's short-term goals are to pay off their credit card debt and auto loan debt. Long-term, the mentee wants to purchase a home within two years.","The mentee's main goal is to look at their savings/spending and 1) make sure they're saving enough for short and long term goals, and 2) control their spending a little better (impulse buying)",1,,
1/13/2021 21:12,1/13/2021 21:16,0,100,269,1,1/13/2021 21:16,R_1Nb3Cz8JpTZkjQC,33CAke,1,1/13/2021,2,2,2,2,1,2,1,Budget- get a handle on debt & savings. Reduce credit card debt (start emergency fund),Save for college for 2,2,,"They have a good income, but need to plan expenses to reduce anxiety about money."
1/15/2021 18:08,1/15/2021 18:11,0,100,179,1,1/15/2021 18:11,R_e4fftqEzNPLNE8p,30klua,1,1/14/2021,1,2,2,2,2,,,how to invest savings,,"4,7",Mentee seemed to be in excellent financial shape. My biggest contribution will be to act as an encourager to keep him on a sound financial path.,
1/13/2021 10:49,1/13/2021 11:48,0,18,3512,0,1/20/2021 11:48,R_2S1AR0qCrljmOQy,,,,,,,,,,,,,,,
1/22/2021 16:58,1/22/2021 17:01,0,100,181,1,1/22/2021 17:01,R_eEh6wpk7zu6eHOV,52RNKS,1,1/22/2021,1,1,1,2,2,1,1,investing ,budgeting,6,,"If the mentee wants to keep an email connection while not plan to meet again, what should I tell them?"
1/27/2021 12:35,1/27/2021 12:39,0,100,197,1,1/27/2021 12:39,R_2zkKs7i0P0rgfSw,23TOHR,1,1/27/2021,1,2,2,1,1,2,2,Create an emergency fund,Re-establish credit after the just-completed bankruptcy,1,,
2/8/2021 10:28,2/8/2021 10:29,0,100,57,1,2/8/2021 10:29,R_2tF3TnRkpj1Q29R,,,,,,,,,,,,,,,
2/9/2021 13:23,2/9/2021 15:42,0,100,8385,1,2/9/2021 15:42,R_2118WA0PJqYrYsM,11RFox,1,2/3/2021,1,1,2,2,2,2,2,Creating savings,Set of a budget ,7,Currently do not have a meeting set right now. ,
2/9/2021 16:02,2/9/2021 16:07,0,100,263,1,2/9/2021 16:07,R_20UQ3NRr6EapKKw,33Cake,1,1/13/2021,2,2,2,1,1,1,,Get a handle on payments (budgeting!),"She wants to have NO DEBT, but we talked about that being a bad goal and that getting a handle debt is a better goal.",2,,"They have a good income, but credit cards & spending are out of control."
2/10/2021 11:22,2/10/2021 11:24,0,100,148,1,2/10/2021 11:24,R_2wgjgwubensetPy,40MEMA,1,2/5/2021,1,2,2,2,2,2,1,Develop a budget and practice using it,Managing student loans when they graduate,1,,"Also interested in how to take advantage of best tax practices and investment strategies (401k, IRAs, brokerage accounts)."
